,street,dir_word,township,postal_code,count_date,year,section,count_direction,one_way,avg_perweekday,latitude,longitude
605,AV DE TOULOUSE,TOULOUSE (AV DE TOULOUSE),Cugnaux,31157,2015-11-04,2015-01-01,ENTRE RUE DES TOURELLES ET AV DES ACACIAS,VERS VILLENAUVE TOLOSANE,False,4365.0,43.54126144148084,1.3469472551629218
606,AV DES ETATS UNIS,UNIS (AV DES ETATS UNIS),Toulouse,31555,2015-11-03,2015-01-01,ENTRE ADONIS ET FERRY,VERS BARRIERE DE PARIS,False,6838.0,43.63411109847785,1.4312137227906025
607,RUE MATHALY,MATHALY (RUE MATHALY),Toulouse,31555,2015-12-01,2015-01-01,ENTRE FENOUILLET ET CHARLAS,VERS RUE CHARLAS,True,1111.0,43.62894550942683,1.4296768496433068
608,BD DEODAT DE SEVERAC,SEVERAC (BD DEODAT DE SEVERAC),Colomiers,31149,2015-11-26,2015-01-01,ENTRE ALL CROS ET CHE DES RAMASSIERS,VERS CHE DE L'ARMURIE,False,3573.0,43.596878022016845,1.354826385073103
609,RUE SAINTE MELANIE,MELANIE (RUE SAINTE MELANIE),Toulouse,31555,2015-12-01,2015-01-01,ENTRE CLAUSADE ET ETATS UNIS,VERS RUE CLAUSADE,False,207.0,43.628218091741545,1.4320931966290398
610,RUE MARIE CURIE,CURIE (RUE MARIE CURIE),Saint-Jean,31488,2015-12-03,2015-01-01,ENTRE RUE PAPIN,VERS RUE PERRIN,False,320.0,43.65169265638526,1.508577065696931
611,ALL FERNAND JOURDANT,JOURDANT (ALL FERNAND JOURDANT),Toulouse,31555,2018-01-31,2018-01-01,RAMPE NORD,VERS PPONT COUBERTIN,False,373.0,43.5853472209452,1.4320500853620786
612,ALL FERNAND JOURDANT,JOURDANT (ALL FERNAND JOURDANT),Toulouse,31555,2018-01-31,2018-01-01,RAMPE SUD,VERS CLUB AVIRON,False,358.0,43.5853472209452,1.4320500853620786
613,CHE DE TUCAUT,TUCAUT (CHE DE TUCAUT),Toulouse,31555,2018-02-01,2018-01-01,ENTRE RUE BAYES ET RUE PRILLOUME,VERS RTE DE SAINT SIMON,False,5941.0,43.556337161777996,1.370686355607074
614,RUE JEAN JACQUES ROUSSEAU,ROUSSEAU (RUE JEAN JACQUES ROUSSEAU),Toulouse,31555,2018-03-05,2018-01-01,ENTRE AV GUILLAUMET ET CHE HEREDIA,VERS CHE HEREDIA,False,1028.0,43.613590047980466,1.469930085106725
615,CHE DE LA VIOLETTE,VIOLETTE (CHE DE LA VIOLETTE),Union,31561,2018-03-05,2018-01-01,ENTRE RTE DE BESSIERES ET IMP DE LA VIOLETT,VERS CHE DE LA PALANQUE,False,4166.0,43.66338782386823,1.463572871462224
616,RUE DE REMUSAT,REMUSAT (RUE DE REMUSAT),Toulouse,31555,2018-03-06,2018-01-01,ENTRE RUE KENNEDY ET PL CAPITOLE,VERS PL DU CAPITOLE,True,636.0,43.60686646370266,1.4449710162137985
617,BD MAURICE GRYNFOGEL,GRYNFOGEL (BD MAURICE GRYNFOGEL),Colomiers,31149,2018-03-07,2018-01-01,ENTRE CHE GRAMONT ET ALL PRADINE,VERS CHE DE GRAMONT,False,7755.0,43.617689510357536,1.3394084861460684
618,CHE DES CIGAREAUX,CIGAREAUX (CHE DES CIGAREAUX),Brax,31088,2018-03-08,2018-01-01,ENTRE CHE CABANOT ET PL CIGAREAUX,VERS PL DES CIGANEAUX,False,273.0,43.61411120288672,1.2442860990317335
619,AV DE TOULOUSE,TOULOUSE (AV DE TOULOUSE),Pibrac,31417,2018-03-14,2018-01-01,ENTRE CHE BEAUREGARD ET RUE TOURNESOLS,VERS RUE DES TOURNESOLS,False,6678.0,43.61060285692952,1.2845919293870278
620,CHE DE FAGES,FAGES (CHE DE FAGES),Toulouse,31555,2018-03-16,2018-01-01,ENTRE RUE LITTRE ET AV DE LESPINET,VERS BD DE LA MEDITERRANEE,False,619.0,43.58384177251752,1.4635284039256786
621,RUE DU GEN JEAN COMPANS,COMPANS (RUE DU GEN JEAN COMPANS),Toulouse,31555,2018-03-16,2018-01-01,ENTRE RUE BERTHELOT ET RUE GROS,VERS AV DE LA COLONNE,True,2414.0,43.60805510131824,1.456540881836199
622,RUE THEODORE OZENNE,OZENNE (RUE THEODORE OZENNE),Toulouse,31555,2018-03-19,2018-01-01,ENTRE RUE FELIX ET RUE PLEAU,VERS ALL JULES GUESDE,False,4451.0,43.5962156866252,1.4472746153387195
623,RUE DE SEBASTOPOL,SEBASTOPOL (RUE DE SEBASTOPOL),Toulouse,31555,2018-03-19,2018-01-01,ENTRE CHE BOSCO ET RUE ALARIC,VERS BD LASCROSSE,False,7657.0,43.6116270832316,1.429086972782501
624,BD DE L EUROPE,EUROPE (BD DE L EUROPE),Colomiers,31149,2018-04-05,2018-01-01,ENTRE BD INGRES ET BD SEVERAC,VERS BD SEVERAC,False,5059.0,43.597933331226635,1.3616943104415116
625,RUE PASTEUR,PASTEUR (RUE PASTEUR),Cornebarrieu,31150,2018-04-05,2018-01-01,ENTRE RUE AUSSONNELLE ET RUE PEUPLIERS,VERS RUE DE L'AUSSONNELLE,False,184.0,43.65125544504573,1.3283446690188985
626,AV DES MOURLINGUES,MOURLINGUES (AV DES MOURLINGUES),Balma,31044,2018-05-15,2018-01-01,ENTRE RUE VIGNES,VERS RTE DE MONS,False,2165.0,43.60498244111728,1.5117095897553026
627,RUE ALFRED DE MUSSET,MUSSET (RUE ALFRED DE MUSSET),Toulouse,31555,2018-06-04,2018-01-01,ENTRE RUE DE LA TOUR ET RUE BIOT,VERS RUE BIOT,False,311.0,43.62123698530864,1.4311456450009172
628,AV FREDERIC ESTEBE,ESTEBE (AV FREDERIC ESTEBE),Toulouse,31555,2018-06-15,2018-01-01,ENTRE AV DES MINIMES ET RUE GUYNEMER,VERS DES ANGES,True,5347.0,43.62025266223776,1.4370700909928757
629,ALL DE LA CHAMPAGNE,CHAMPAGNE (ALL DE LA CHAMPAGNE),Colomiers,31149,2018-06-27,2018-01-01,ENTRE ALL DE L'OISE,VERS ALL DU MACONNAIS,False,733.0,43.618977084654716,1.3280559968492347
630,AV DE FRONTON,FRONTON (AV DE FRONTON),Toulouse,31555,2018-09-25,2017-01-01,ENTRE RUE MIGUET ETIMP DE LA GARE,VERS RUE PADER,False,5332.0,43.63671831323792,1.4333090789595917
631,RUE DES ANGES,ANGES (RUE DES ANGES),Toulouse,31555,2018-09-18,2018-01-01,ENTRE RUE NEGRENEYS ET RUE BERANGER,VERS AV ESTEBE,True,2981.0,43.621028399777344,1.4392438956284677
632,CHE MICHOUN,MICHOUN (CHE MICHOUN),Toulouse,31555,2018-09-28,2018-01-01,ENTRE RUED'HYERES ET RUE DE LA CIOTAT,VERS AV DOUMERGUE,False,2711.0,43.62799994767699,1.4705559450884151
633,AV HENRI GUILLAUMET,GUILLAUMET (AV HENRI GUILLAUMET),Toulouse,31555,2018-09-26,2018-01-01,ENTRE DB DES CRETES ET RUE ROUSSEAU,VERS BD DES CRETES,False,1895.0,43.61394442432956,1.467435054696799
634,CHE DE HEREDIA,HEREDIA (CHE DE HEREDIA)_TOULOUSE,Toulouse,31555,2018-09-26,2018-01-01,ENTRE RUE PLANA ET RUE NANTES,VERS RUE ROUSSEAU,False,909.0,43.613465292291444,1.4725223925489357
635,RUE LOUIS PLANA,PLANA (RUE LOUIS PLANA),Toulouse,31555,2018-09-26,2018-01-01,ENTRE RUE SURCOUF ET RUE FRATERNITE,VERS RUE SURCOUF,False,4014.0,43.61009370704622,1.4793010756879603
636,RUE DE LA TOURAINE,TOURAINE (RUE DE LA TOURAINE),Toulouse,31555,2018-10-15,2018-01-01,ENTRE RUE DU VAR ET RUE DE L'ARDECHE,VERS CHE PAPUS,False,4721.0,43.57368517741737,1.4137867990852964
637,CHE DORTIS,DORTIS (CHE DORTIS),Toulouse,31555,2018-11-22,2018-01-01,ENTRE CHE CROIX BENITE ET RUE LAOUZETO,VERS CHE CROIX BENITE,False,584.0,43.66746604606521,1.4368298749669777
638,RUE JACQUES BABINET,BABINET (RUE JACQUES BABINET),Toulouse,31555,2018-11-08,2018-01-01,ENTRE AV DE REYNERIE ET PARC ACTIVITE,VERS PARC ACTIVITE,True,1423.0,43.57088637720472,1.4093056303609186
639,RUE PAUL GAUGUIN,GAUGUIN (RUE PAUL GAUGUIN),Toulouse,31555,2018-11-08,2018-01-01,ENTRE AV REYNERIE ET RUE LALANNE,VERS AV DE REYNERIE,False,4401.0,43.565374183565524,1.4040266186197983
640,RUE GOUDOULI,GOUDOULI (RUE GOUDOULI),Toulouse,31555,2018-10-15,2018-01-01,ENTRE AV CRAMPEL ET RUE DEODORA,VERS AV CRAMPEL,False,157.0,43.58750580337645,1.4587924230422165
641,RUE DU BEARN,BEARN (RUE DU BEARN),Toulouse,31555,2018-10-15,2018-01-01,ENTRE RUE DE BIGORE ET PL PAPUS,VERS RUE DE BIGORE,False,292.0,43.57518728026032,1.4107141541458739
642,RUE DE LA PROVIDENCE,PROVIDENCE (RUE DE LA PROVIDENCE),Toulouse,31555,2018-11-22,2018-01-01,ENTRE RU DE LA GLOIRE ET RUE SOLFERINO,VERS RUE DE SOLFERINO,True,1073.0,43.60357938315592,1.463403611136869
643,RUE DES ROSEAUX,ROSEAUX (RUE DES ROSEAUX),Toulouse,31555,2018-11-13,2018-01-01,ENTRE RUE DES FRENES ET RUE DE L'ENTRAIDE,VERS RUE DE L'ENTRAIDE,False,1232.0,43.56977691601475,1.4585948955275407
644,RUE DE VENASQUE,VENASQUE (RUE DE VENASQUE),Toulouse,31555,2019-02-08,2019-01-01,ENTRECHE DE LA BUTTE ET IMP VENASQUE,VERS CHE DE LA BUTTE,False,1409.0,43.5791386872043,1.4784322666536147
645,RUE DU PROFESSEUR MARTIN,MARTIN (RUE DU PROFESSEUR MARTIN),Toulouse,31555,2016-10-05,2016-01-01,ENTRE RUE PROVIDENCE ET RUE PASCAL,VERS RUE PASCAL,True,527.0,43.60166795637685,1.464380772025779
646,RUE DES TROUBADOURS,TROUBADOURS (RUE DES TROUBADOURS),Cugnaux,31157,2016-10-06,2016-01-01,ENTRE RTE DE TOULOUSE ET RUE DES TROUBADOUR,VERS RTE DE TOULOUSE,False,622.0,43.55401123009325,1.3610366350772536
647,CHE DES VIEILLES ECOLES,ECOLES (CHE DES VIEILLES ECOLES),Toulouse,31555,2016-11-09,2016-01-01,ENTRE AV ZAY ET CHE DELBOSQUET,VERS AV JEAN ZAY,False,197.0,43.64984495795795,1.4292338702871172
648,RUE CLAUDE GONIN,GONIN (RUE CLAUDE GONIN),Toulouse,31555,2016-11-12,2016-01-01,ENTRE RUE CHAMBENOIS,VERS CHE CARROSSE,False,5175.0,43.57429631176208,1.4823218804371656
649,RTE DE REVEL,REVEL (RTE DE REVEL),Toulouse,31555,2016-11-12,2016-01-01,ENTRE RUE SERVANTY ET RUE NOUAHIBOU,VERS RUE NOUADHIBOU,False,7963.0,43.567544954771996,1.5063502613359727
650,RUE FORTUNE GASPAROTTO,GASPAROTTO (RUE FORTUNE GASPAROTTO),Toulouse,31555,2016-11-21,2016-01-01,ENTRE RTE DE FRONTON ET CHE CROIX BENITE,VERS CHE CROIX BENITE,False,170.0,43.6595623310173,1.4332680040933783
651,RUE FRANCOISE GIROUD,GIROUD (RUE FRANCOISE GIROUD),Toulouse,31555,2016-11-23,2016-01-01,ENTRE RUE ROQUEMAUREL ET AV DE LOMBEZ,VERS AV DE LOMBEZ,False,486.0,43.59534544543665,1.4126401898839052
652,BD DU GENERAL DE GAULLE,GAULLE (BD DU GENERAL DE GAULLE),Colomiers,31149,2016-11-25,2016-01-01,ENTRE GIR LANGUDOC ET RPT MEDITERRANEE,VERSBD DE GASCOGNE,False,6973.0,43.609445046394335,1.3274892847241981
653,CHE DE LASBADORQUES,LASBADORQUES (CHE DE LASBADORQUES),Cornebarrieu,31150,2016-11-25,2016-01-01,ENTRE CHE DE CORDELLE ET MONDONVILLE,VERS MONDONVILLE,False,299.0,43.65452061863679,1.3049689904623614
654,RUE JEAN MOULIN,MOULIN (RUE JEAN MOULIN),Blagnac,31069,2016-11-25,2016-01-01,ENTRE PL NAVARRE ET PL AQUITAINE,VERS RTE DE GRENADE,False,1148.0,43.628032075275044,1.3899739914955083
655,RUE EDMOND ROSTAND,ROSTAND (RUE EDMOND ROSTAND),Toulouse,31555,2016-11-28,2016-01-01,ENTRE RUE DURAND ET ALL HARRIS,VERS RUE DURAND,False,1438.0,43.6410194365786,1.4488601875970606
656,RUE DES VIGNES,VIGNES (RUE DES VIGNES),Toulouse,31555,2016-11-28,2016-01-01,ENTRE RUE ROSTAND ET ROCADE,VARS ALL GD SELVE,False,1161.0,43.64838220987892,1.4522716857700777
657,BD ANDRE NETWILLER,NETWILLER (BD ANDRE NETWILLER),Toulouse,31555,2016-11-28,2016-01-01,ENTRE AV MAUNOURY ET RUE PASTRE,VERS RTE D'ALBI,False,4521.0,43.64281381115374,1.4643750374162428
658,CHE DES BOURDETS,BOURDETS (CHE DES BOURDETS),Tournefeuille,31557,2017-01-13,2017-01-01,ENTRE CHE PAHIN ET CHE ARMAGNAC,VERS CHE PAHIN,False,243.0,43.5858970821489,1.318634822004469
659,CHE DE LA CHAUGE,CHAUGE (CHE DE LA CHAUGE),Brax,31088,2017-01-16,2017-01-01,ENTRE RUE DU CATEAU ET RTE DE LEVIGNAC,VERS RUE DU CHATEAU,False,1607.0,43.615532720882,1.2536247189106762
660,RUE GUYNEMER,GUYNEMER (RUE GUYNEMER),Fonbeauzard,31186,2017-01-18,2017-01-01,ENTRE RUE BASTIE,VERS RUE BLERIOT,False,191.0,43.684107938988745,1.435715392998919
661,DEPARTEMENTALE 63,63 (DEPARTEMENTALE 63),Gagnac-Sur-Garonne,31205,2017-01-23,2017-01-01,ENTRE SEILH ET LA GARONNE,VERS GAGNAC,False,11066.0,43.70149509832896,1.3695605479173731
662,RTE DE VILLEMUR,VILLEMUR (RTE DE VILLEMUR),Castelginest,31116,2017-01-23,2017-01-01,ENTRE RTE DE BRUGUIERES ET  RUE DU BARRY,VERS GRATENTOUR,False,3755.0,43.70680936953565,1.4315603310433955
663,ALL MAURICE SARRAUT,SARRAUT (ALL MAURICE SARRAUT),Toulouse,31555,2017-01-30,2017-01-01,ENTRE PL MALE ET AV DE LOMBEZ,VERS PL MALE,False,2536.0,43.593879095458945,1.4210452383037782
664,RUE VELASQUEZ,VELASQUEZ (RUE VELASQUEZ),Toulouse,31555,2017-02-20,2017-01-01,ENTRE CHE LAPORTE ET RTE DE BAYONNE,VERS CHE LAPORTE,False,1080.0,43.61333287091324,1.3866391935129436
665,RUE VELASQUEZ,VELASQUEZ (RUE VELASQUEZ),Toulouse,31555,2017-02-20,2017-01-01,ENTRE CHE LAPORTE ET RUE DES LILAS,VERS CHE LAPORTE,False,3792.0,43.61333287091324,1.3866391935129436
666,RUE JOSEPH JACQUARD,JACQUARD (RUE JOSEPH JACQUARD),Toulouse,31555,2017-02-21,2017-01-01,ENTRE BD SILVIO TRENTIN ET RUE HOCHE,VERS RUE HOCHE,True,3552.0,43.62256069254424,1.4277805468782323
667,RUE JOSEPH JACQUARD,JACQUARD (RUE JOSEPH JACQUARD),Toulouse,31555,2017-02-21,2017-01-01,ENTRE RUE DUMAS ET RUE MUSSET,VERS RUE MUSSET,False,3882.0,43.62256069254424,1.4277805468782323
668,RUE DES TAMARIS,TAMARIS (RUE DES TAMARIS),Blagnac,31069,2017-02-28,2017-01-01,ENTRE RUE DE LILAS ET RUE DES CHENES,VERS RUE DES CHENES,False,224.0,43.6191638129991,1.3895549125167546
669,ALL DE LAYRAC,LAYRAC (ALL DE LAYRAC),Blagnac,31069,2017-02-28,2017-01-01,ENTRE RUE DES CHENES ET RUE DES LILAS,VERS RUE DES CHENES,False,89.0,43.61799503146577,1.3898200874169504
670,RTE DE CORNEBARRIEU,CORNEBARRIEU (RTE DE CORNEBARRIEU),Colomiers,31149,2017-03-01,2017-01-01,ENTRE ALL DE LANGRES ET ALL DE GARROUSSAL,VERS BD DEFFERRE,False,7858.0,43.621243402909876,1.3350450699167695
671,BD ALAIN SAVARY,SAVARY (BD ALAIN SAVARY),Blagnac,31069,2017-03-09,2017-01-01,ENTRE RUE FISCHL ET RUE PETIT,VERS RUE SANG,False,1373.0,43.65429302930836,1.3736639680897635
672,CHE DU MOULIN DE NAUDIN,NAUDIN (CHE DU MOULIN DE NAUDIN),Blagnac,31069,2017-03-09,2017-01-01,ENTRE RTE DE GRENADE ET VIEUX CHE DE GRENAD,VERS RTE DE GRENADE,False,802.0,43.65324520582703,1.389753191540612
673,RUE MARCEL CLOUET,CLOUET (RUE MARCEL CLOUET),Toulouse,31555,2017-03-13,2017-01-01,ENTRE AV DES ETATS UNIS ET AV DE FRONTON,VERS AV DE FRONTON,True,477.0,43.63148808494545,1.432908486434039
674,RUE DE METZ,METZ (RUE DE METZ),Toulouse,31555,2017-03-17,2017-01-01,ENTRE BD CARNOT ET RUE REMPART ST ETIENNE,VERSBD CARNOT (VOIE BUS),False,578.0,43.60008326872947,1.4424896678844121
675,RUE JACQUES GAMELIN,GAMELIN (RUE JACQUES GAMELIN),Toulouse,31555,2017-04-20,2017-01-01,ENTRE RUE FIEUX ET RUE BRASCASSAT,VERS RUE BRASCASSAT,False,2093.0,43.585737686174205,1.419933924062781
676,RUE HENRI DESBALS,DESBALS (RUE HENRI DESBALS),Toulouse,31555,2017-04-20,2017-01-01,ENTRE AV GERBAULT ET RUE VESTREPAIN,VERS BD DEODAT DE SEVERAC,False,2558.0,43.58471295259322,1.4159063305425057
677,CHE DE PARC,PARC (CHE DE PARC),Pibrac,31417,2017-04-21,2017-01-01,ENTR RUE DES FRERES ET CHE BAUDE,VERS RUE DES FRERES,False,1721.0,43.61928395184179,1.293913581092913
678,RUE BAUDE,BAUDE (RUE BAUDE),Pibrac,31417,2017-04-21,2017-01-01,ENTRE RUE DE LA GARE ET RUE CARRELOT,VERS RUE DE LA GARE,False,1081.0,43.619367996743094,1.2901061244467478
679,RTE DE CORNEBARRIEU,CORNEBARRIEU (RTE DE CORNEBARRIEU),Pibrac,31417,2017-04-21,2017-01-01,ENTRE RUE GARE ET IMP TABOURETTES,VERS CORNEBARRIEU,False,2254.0,43.63102061649143,1.290899643645992
680,CHE DE LAPUJADE,LAPUJADE (CHE DE LAPUJADE),Toulouse,31555,2017-04-26,2017-01-01,ENTRE RUE BETEILLE ET IMP LAPUJADE,VERS  FG BONNEFOY,False,1933.0,43.63176106769907,1.459085793722441
681,CHE DE LAPUJADE,LAPUJADE (CHE DE LAPUJADE),Toulouse,31555,2017-04-26,2017-01-01,ENTRE RUE BETEILLE ET IMP LAPUJADE,VERS RUE BOUVIER,False,1389.0,43.63176106769907,1.459085793722441
682,RUE DU BARRY,BARRY (RUE DU BARRY),Gratentour,31230,2017-05-01,2017-01-01,ENTRE RUE DE LA VIEILLE COTE ET RUE DE LA P,VERS RUE DE LA VIEILLE COTE,False,524.0,43.7191597806852,1.4293152484406353
683,RUE DU LAVANDOU,LAVANDOU (RUE DU LAVANDOU),L'union,31561,2017-05-22,2017-01-01,ENTRE RUE DE CASSIS ET RUE D'HYERES,VERS RUE DU LAVANDOU,False,73.0,43.649457988607004,1.49802755482813
684,RUE DE BANDOL,BANDOL (RUE DE BANDOL),L'union,31561,2017-05-22,2017-01-01,ENTRE CHE DES CHAMPS ET RUE DU LAVANDOU,VERS RUE DU LAVANDOU,False,67.0,43.65015483858018,1.4978293629142612
685,RUE SAINT LOUIS DU SENEGAL,SENEGAL (RUE SAINT LOUIS DU SENEGAL),Toulouse,31555,2017-06-05,2017-01-01,ENTRE VILLET ET RTE DE LABEGE,VERS RUE DES COSMONAUTES,False,3587.0,43.565230085295404,1.498563486470675
686,PL DE CATALOGNE,CATALOGNE (PL DE CATALOGNE),Blagnac,31069,2017-06-12,2017-01-01,ENTRE AV ARAGON ET AV DE GAULE,VERS AV DE GAULE,True,2098.0,43.641128489508205,1.3799144526482077
687,RUE ISABEY,ISABEY (RUE ISABEY),Toulouse,31555,2017-06-13,2017-01-01,ENTRE RUE DE L'ILIADE ET AV IMPERIALE,VERS AV IMPERIALE,False,131.0,43.59685004623461,1.4875100792793177
688,RUE ROLAND GARROS,GARROS (RUE ROLAND GARROS)__TOULOUSE,Toulouse,31555,2017-06-19,2017-01-01,ENTRE RUE DAYDE ET RUE MONMORENCY,VERS BD EMBOUCHURE,False,1921.0,43.61392084176073,1.4247268614390367
689,CHE DE BOUDOU,BOUDOU (CHE DE BOUDOU),Launaguet,31282,2017-06-20,2017-01-01,ENTRE RUE CARNOT ET AV CONDORCET,VERS RUE CARNOT,False,5434.0,43.663622158346314,1.444145121626257
690,RTE DE BESSIERES,BESSIERES (RTE DE BESSIERES),L'union,31561,2017-07-03,2017-01-01,ENTRE BD DES FONTANELLES ET AV DES ACACIAS,VERS AV DES ACACIAS,False,7755.0,43.65825806416141,1.470580700724683
691,VOIE COMMUNALE DE RIBAUTE,RIBAUTE (VOIE COMMUNALE DE RIBAUTE),Quint-Fonsegrives,31445,2017-09-06,2017-01-01,ENTRE CHE RIBAUTE ET RUE DU CHATEAU RIBAUTE,LES DEUX SENS,False,1957.0,43.58203560041239,1.5127542853385005
692,CHE DE LANCEFOC,LANCEFOC (CHE DE LANCEFOC),Flourens,31184,2017-09-06,2017-01-01,ENTRE CHE PASTEL ET CHE VIGNALIS,VERS CHE DE VIGNALIS,False,1269.0,43.60493639566998,1.5368323350218467
693,CHE DU RAMELET MOUNDI,MOUNDI (CHE DU RAMELET MOUNDI),Toulouse,31555,2017-09-14,2017-01-01,ENTTRE CHE MAZAYGUES E CHE CORNEILLAN,VERS ALL N'DJAMENA,False,4360.0,43.58041762099752,1.362679593521279
694,RUE MONTOULIEU VELANE,VELANE (RUE MONTOULIEU VELANE),Toulouse,31555,2017-09-15,2017-01-01,ENTRE 8 MAI 1945 ET VELANE,VERS RUE VELANE,True,401.0,43.59653417177822,1.4497514469826587
695,CHE DE POUVOURVILLE,POUVOURVILLE (CHE DE POUVOURVILLE),Toulouse,31555,2017-09-18,2017-01-01,ENTRE CHE DE LA BOURDETTE ET RUE SEMPRUN,VERS RUE SEMPRUN,False,3272.0,43.55178718443009,1.4572338436351466
696,RUE MILHES,MILHES (RUE MILHES),Toulouse,31555,2017-09-19,2017-01-01,ENTR RUE PASTOR ET RUE DES FONTAINES,VERS RUE DES FONTAINES,True,664.0,43.60418417678698,1.4163355449734116
697,RUE DU DOCTEUR EMILE ROUX,ROUX (RUE DU DOCTEUR EMILE ROUX),Toulouse,31555,2015-12-15,2015-01-01,ENTRE RUE CALMETTE,VERS RUE COLL,False,541.0,43.599965050571676,1.4245816418141697
698,RUE NESTOR BRUN,BRUN (RUE NESTOR BRUN),Toulouse,31555,2015-12-15,2015-01-01,ENTRE RUE COLL ET RUE DES FONTAINES,VERS RUE DES FONTAINES,True,447.0,43.5992650401775,1.4258200681888553
699,RUE EMILE BROUARDEL,BROUARDEL (RUE EMILE BROUARDEL)_TOULOUSE,Toulouse,31555,2016-01-06,2016-01-01,ENTRE LASCROSSES ET FRANKLIN,VERS BD LAMARQUETTE,False,1001.0,43.60975087257431,1.4256916876370418
700,AV ARISTIDE BRIAND,BRIAND (AV ARISTIDE BRIAND),Toulouse,31555,2016-01-11,2016-01-01,ENTRE RUE ECUREIL ET RUE DESMOULINS,VERS AV RANGUEIL,False,1893.0,43.57861023820666,1.4529199026370339
701,AV DU BICENTENAIRE,BICENTENAIRE (AV DU BICENTENAIRE),Balma,31044,2016-01-20,2016-01-01,ENTRE RUE DU JEU DE PAUMES ET CHE DE LA BOR,VERS RUE DU JEU DE PAUMES,False,123.0,43.4144046106846,1.393466351299075
702,RUE DES FRERES,FRERES (RUE DES FRERES),Pibrac,31417,2016-01-21,2016-01-01,ENTRE CHE DU CREMAIL ET ALL BORDENEUVE,VERS RUE PRINCIPALE,False,3266.0,43.61609436108842,1.2914480880270311
703,RUE DE LA VENDEE,VENDEE (RUE DE LA VENDEE),Toulouse,31555,2016-02-15,2016-01-01,ENTRE CREUSE ET LANDES,VERS RTE DE SEYSSES,False,1380.0,43.572068322126924,1.4146479576915256
704,CHE DE COURNAUDIS,COURNAUDIS (CHE DE COURNAUDIS)_COLOMIERS,Colomiers,31149,2016-03-11,2016-01-01,ENTRE VAR ET LOZERE,VERS COLLONGUE,True,1991.0,43.5978530567576,1.339868333324958
705,RUE SAINTE AUGUSTINE,AUGUSTINE (RUE SAINTE AUGUSTINE),Toulouse,31555,2016-03-11,2016-01-01,ENTRE CHE MICHOUN ET RUE RAVEL,VERS CHE AMOUROUX,True,839.0,43.62609464206096,1.463078981167656
706,RUE DE LA DAURADE,DAURADE (RUE DE LA DAURADE),Toulouse,31555,2016-03-14,2016-01-01,ENTRE QUAI DE LA DAURADE ET RUE PEYROLIERES,VERS RUE PEYROLIERES,True,153.0,43.601239929092266,1.440144523016599
707,RUE THEODORE OZENNE,OZENNE (RUE THEODORE OZENNE)_TOULOUSE,Toulouse,31555,2016-03-14,2016-01-01,ENTRE NAZARETH ET POINTURIER,VERS RUE PERCHEPINTE,False,2794.0,43.5962156866252,1.4472746153387195
708,ALL FORAIN FRANCOIS VERDIER,VERDIER (ALL FORAIN FRANCOIS VERDIER),Toulouse,31555,2016-03-14,2016-01-01,ENTRE BIDA ET MONTOULIEU,VERS BOULINGRIN,True,9494.0,43.59797504432406,1.4519100829269291
709,RUE DU PRINTEMPS,PRINTEMPS (RUE DU PRINTEMPS)_TOULOUSE,Toulouse,31555,2016-03-14,2016-01-01,ENTRE INGRE ET ST HILAIRE,VERS RUE ST HILAIRE,True,2043.0,43.614093088668895,1.4446870746466949
710,CHE DE NARRADE,NARRADE (CHE DE NARRADE),Toulouse,31555,2016-03-24,2016-01-01,ENTRE CHE DU PAOU ET CHE DE POUVOURVILLE,VERS CHE DE POUVOURVILLE,False,307.0,43.55009516255927,1.4550495773647312
711,AV SALVADOR ALLENDE,ALLENDE (AV SALVADOR ALLENDE),Colomiers,31149,2016-03-29,2016-01-01,ENTRE CHE DE LA CHASSE ET ALL DE BIGORRE,VERS AV DES MAROTS,False,4536.0,43.60500746492033,1.3212848999165308
712,RUE DU PRINTEMPS,PRINTEMPS (RUE DU PRINTEMPS),Toulouse,31555,2016-04-08,2016-01-01,ENTRE RUE DE CHATEAUDUN ET RUE DES ROZIERS,VERS RUE DE LA CONCORDE,True,2393.0,43.614093088668895,1.4446870746466949
713,RUE LOUIS BONIN,BONIN (RUE LOUIS BONIN),Toulouse,31555,2016-05-09,2016-01-01,ENTRE CHE DE GINESTOUS ET AV DALI,VERS CHE DE GINESTOUS,False,9173.0,43.62969053931659,1.4106126359953342
714,CHE DE FENOUILLET,FENOUILLET (CHE DE FENOUILLET),Toulouse,31555,2016-05-09,2016-01-01,ENTRE RU CROIZAT ET RU EARIFAT,VERS CHE DE LA GLACIERE,False,4438.0,43.6452321170677,1.4147616449439406
715,RUE BERNARD AMIEL,AMIEL (RUE BERNARD AMIEL),Saint-Alban,31467,2016-05-28,2016-01-01,ENTRE AV DU 8 MAI 1945 ET RUE DES TILLEULS,VERS AV DU 8 MAI 1945,False,594.0,43.69233430035546,1.419832416113488
716,AV DES PYRENEES,PYRENEES (AV DES PYRENEES),L'union,31561,2016-06-16,2016-01-01,ENTRE RUE TOURMALET ET RUE PIC MIDI,VERS AV DE TOULOUSE,False,2422.0,43.65217855026054,1.4965995368412737
717,RTE D ALBI,ALBI (RTE D ALBI),Saint-Jean,31488,2016-09-12,2016-01-01,ENTRE ROUFIAC ET CHE DE MONTRABE,VERS ROUFIAC,False,10143.0,43.663789159154604,1.5007085446143225
