,street,dir_word,township,postal_code,count_date,year,section,count_direction,one_way,avg_perweekday,latitude,longitude
718,AV DE LONDRES,LONDRES (AV DE LONDRES),Blagnac,31069,2016-09-13,2016-01-01,ENTRE AV DE ROME ET RUE GANELOUS,VERS RUE GANELOUS,False,5163.0,43.634852171233526,1.372319029943833
719,AV CAMILLE PUJOL,PUJOL (AV CAMILLE PUJOL),Toulouse,31555,2017-09-25,2017-01-01,ENTRE RUE MIRABAUX ET RUE MICOUD,VERS RUE MICOUD,False,7691.0,43.60067964797641,1.4635511845783071
720,AV DE LA PLAINE,PLAINE (AV DE LA PLAINE),Balma,31044,2017-09-25,2017-01-01,ENTRE AV LAGARDE ET RUE BERNANOS,VERS AV LAGARDE,False,4329.0,43.60008924183541,1.4986777481787064
721,NATIONALE 224,224 (NATIONALE 224),Cornebarrieu,31150,2017-09-25,2017-01-01,ENTTRE RUE BETEILLE ET CHE ULIET,VERS CHE D'UILET,False,11359.0,33.98727500000007,-84.34771999999998
722,RTE D AUSSONNE,AUSSONNE (RTE D AUSSONNE),Cornebarrieu,31150,2017-09-25,2017-01-01,ENTRE RTE DE MONDONVILLE ET CHE DE SAINT RO,VERS CHE SAINT ROCH,False,5895.0,43.662895259503344,1.3254675812496417
723,CHE DES COTES DE PECH DAVID,DAVID (CHE DES COTES DE PECH DAVID),Toulouse,31555,2017-09-28,2017-01-01,ENTRE CHE DES CANALETS ET CHE DU VALLON,VERS CHE DES CANALETS,False,2466.0,43.57263294855908,1.443731185232403
724,CHE DES CLOTASSES,CLOTASSES (CHE DES CLOTASSES),Toulouse,31555,2017-09-28,2017-01-01,ENTRE RUE HERGE ET CHE DES SAUGES,VERS RUE FONDEVILLE,False,1063.0,43.552417979607654,1.4655543521790186
725,RTE DE REVEL,REVEL (RTE DE REVEL),Toulouse,31555,2017-11-08,2017-01-01,ENTRE RUE SERVANTY ET RUE NOUAHIBOU,VERS RUE NOUADHIBOU,False,11513.0,43.567544954771996,1.5063502613359727
726,RUE ARMAND MARRAST,MARRAST (RUE ARMAND MARRAST),Toulouse,31555,2017-11-27,2017-01-01,ENTRE RUE DE FENOUILLET ET RUE BRIEUX,VERS RUE BRIEUX,False,21.0,43.62656504550323,1.429725071149747
727,RUE D AURIOL,AURIOL (RUE D AURIOL),Toulouse,31555,2017-12-04,2017-01-01,ENTRE ALL DEMOISELLES ET RUE PHILOMENE,VERS RUE PHILOMENE,True,2090.0,43.58931336516753,1.4526810566318422
728,CHE DE L ESPEISSIERE,ESPEISSIERE (CHE DE L ESPEISSIERE),Toulouse,31555,2018-01-10,2018-01-01,ENTRE RPT CRABE ET RUE CLOS,VERS RPT DE LA CRABE,False,3542.0,43.60910974860655,1.367774376661039
729,GRANDE-RUE NAZARETH,NAZARETH (GRANDE-RUE NAZARETH),Toulouse,31555,2015-06-02,2015-01-01,ENTRE RUE DES COFFRES ET RUE CAMINADE,SENS UNIQUE VERS OZENNE,True,2597.0,43.59607621115441,1.4465627779532237
730,AV DES PYRENEES,PYRENEES (AV DES PYRENEES),Mons,31355,2015-06-11,2015-01-01,ENTRE AV DU LAURAGAIS ET CHE DU PIN,VERS AV DU LAURAGAIS,False,1075.0,43.61243583866462,1.5710451975404525
731,AV DE LARDENNE,LARDENNE (AV DE LARDENNE),Toulouse,31555,2015-06-10,2015-01-01,ENTRE CHE CATALA ET AV MOLETTE,VERS TOULOUSE,False,6887.0,43.5900151683827,1.3665984600411225
732,RUE MARCEL PAGNOL,PAGNOL (RUE MARCEL PAGNOL),Tournefeuille,31557,2015-06-12,2015-01-01,ENTRE RUE DES EGLANTINES ET RUE RUE GIONO,VERESRUE DES EGLANTINES,False,379.0,43.5896415629617,1.3200932303406656
733,RUE DU VALLON,VALLON (RUE DU VALLON),St-Orens-De-Gameville,31506,2015-03-11,2015-01-01,ENTRE MARQUIELLE ET TOULOUSE,VERS AV DE TOULOUSE,False,60.0,43.56030144838632,1.5260380574661159
734,CHE DES BOURDETTES,BOURDETTES (CHE DES BOURDETTES),Aucamville,31022,2015-04-08,2015-01-01,ENTRE FAVASSE ET ERABLES,VERS FONBEAUZARD,False,2797.0,43.66886565694666,1.4313695462355924
735,RUE DOMINIQUE CLOS,CLOS (RUE DOMINIQUE CLOS),Toulouse,31555,2015-03-30,2015-01-01,ENTRE RUE ET CHE NEGO SAOUNOS,VERS RD980,False,468.0,43.6055904871702,1.3674961020023173
736,RUE DE NEGO SAOUMOS,SAOUMOS (RUE DE NEGO SAOUMOS),Toulouse,31555,2015-03-30,2015-01-01,ENTRE GALY ET CLOS,VERS FOURNIER,False,2103.0,43.60537784241153,1.3643542088932363
737,AV DU PR JEAN POULHES,POULHES (AV DU PR JEAN POULHES),Toulouse,31555,2015-11-16,2015-01-01,ENTRE CHE DU VALLON ET HOPITAL RANGUEIL,VERS HOPITAL,False,2909.0,43.55766617146648,1.4535746235027296
738,AV DE LAPEYRIERE,LAPEYRIERE (AV DE LAPEYRIERE),Saint-Jean,31488,2015-11-17,2015-01-01,NETRE RUE DES ECOLES ET RUE DES TAMARIS,VERS RUE DES ECOLES,False,1882.0,43.670319767827905,1.495713249023627
739,RTE D ESPAGNE,ESPAGNE (RTE D ESPAGNE),Toulouse,31555,2015-11-16,2015-01-01,ENTRE RUE DE GIRONIS ET AV CURIEN,VERS MURET,False,10208.0,43.568881575062875,1.4235422646656999
740,RUE CLAUDE VERNET,VERNET (RUE CLAUDE VERNET),Toulouse,31555,2015-12-11,2015-01-01,ENTRE CHE LAPUJADE ET CHE RAYNAL,VERS CHE RAYNAL,False,211.0,43.62844983164372,1.455012803910935
741,AV DE GAMEVILLE,GAMEVILLE (AV DE GAMEVILLE),Toulouse,31555,2014-02-20,2014-01-01,ENTRE AV MARCAISSONNE ET IMP DE GAMEVILLE,VERS REVEL,False,3388.0,43.571255863572745,1.5080850915878286
742,RUE DES SEPT TROUBADOURS,TROUBADOURS (RUE DES SEPT TROUBADOURS)_TOULOUSE,Toulouse,31555,2014-05-14,2014-01-01,ENTRE BD RIQUET ET RUE RIQUET,RUE RIQUET,True,986.0,43.60676984051289,1.4520760770980532
743,RUE DOMINIQUE INGRES,INGRES (RUE DOMINIQUE INGRES),Toulouse,31555,2014-05-14,2014-01-01,ENTRE CHALETS ET PRINTEMPS,SENS UNIQUE VERS PRINTEMPS,True,1831.0,43.61402302285981,1.442352164721883
744,RUE DES CHALETS,CHALETS (RUE DES CHALETS),Toulouse,31555,2014-05-14,2014-01-01,ENTRE BALANCE ET MATABIAU,SENS UNIQUE VERS MATABIAU,True,1449.0,43.61364708922936,1.4411337704857974
745,RUE DU PONT SAINT PIERRE,PIERRE (RUE DU PONT SAINT PIERRE),Toulouse,31555,2014-05-14,2014-01-01,ENTRE BARIC ET QU ST PIERRE,VERS QU ST PIERRE,False,5230.0,43.59971382017995,1.4330132604161367
746,RTE DE BESSIERES,BESSIERES (RTE DE BESSIERES),Union,31561,2014-06-02,2014-01-01,ENTRE VIOLETTE ET ACACIAS,VERS VIOLETTE,False,8182.0,43.65825806416141,1.470580700724683
747,RTE DE BESSIERES,BESSIERES (RTE DE BESSIERES),Union,31561,2014-06-02,2014-01-01,ENTRE VIOLETTE ET ACACIAS,VERS ACACIAS,False,8490.0,43.65825806416141,1.470580700724683
748,BD D ARCOLE,ARCOLE (BD D ARCOLE),Toulouse,31555,2014-05-14,2014-01-01,ENTRE CONCORDE ET SERRES,VERS CONCORDE,False,17935.0,43.61150482580563,1.4397687442391922
749,ALL HENRI SELLIER,SELLIER (ALL HENRI SELLIER),Toulouse,31555,2014-01-29,2014-01-01,ENTRE MOULIN ET LEBAS,VERS FERETRA,False,3531.0,43.577197090178316,1.4392880981009974
750,AV LUCIEN SERVANTY,SERVANTY (AV LUCIEN SERVANTY),Blagnac,31069,2014-06-10,2014-01-01,ENTRE GONIN ET GINESTET,VERS GINESTET,True,1137.0,43.62517119053556,1.3934130495701993
751,BD VICTOR HUGO,HUGO (BD VICTOR HUGO),Colomiers,31149,2014-06-10,2014-01-01,ENTRE MORBIHAN ET OUESSANT,VERS MORBIHAN,False,4321.0,43.61397937205243,1.3097684276546657
752,RUE MARCEL DORET,DORET (RUE MARCEL DORET),Blagnac,31069,2014-06-10,2014-01-01,ENTRE DURAND ET PARIS,VERS PARIS,False,886.0,43.63259490725516,1.3785711304769037
753,RUE DU DR CHARLES BONNEAU,BONNEAU (RUE DU DR CHARLES BONNEAU),Toulouse,31555,2014-11-10,2014-01-01,ENTRE RIEUX ET IRSI,SENS UNIQUE VERS IRIS,True,2090.0,43.59074005791487,1.4683350927514596
754,RUE LAMARCK,LAMARCK (RUE LAMARCK),Toulouse,31555,2014-10-07,2014-01-01,ENTRE GUESDE ET DUMERIL,SENS UNIQUE VERS GUESDE,True,434.0,43.59325414323251,1.4488330976874462
755,ALL DE LA MONTAGNE NOIRE,NOIRE (ALL DE LA MONTAGNE NOIRE),Colomiers,31149,2014-11-14,2014-01-01,ENTRE SASSAULT ET NAUROUZE,VERS DASSAULT,False,285.0,43.61012413119686,1.3475681292250128
756,RUE SAINTE MELANIE,MELANIE (RUE SAINTE MELANIE),Toulouse,31555,2014-11-18,2014-01-01,ENTRE CLAUSADE ET Etats-Unis,LES DEUX SENS,False,527.0,43.628218091741545,1.4320931966290398
757,RUE ALBERT LAUTMANN,LAUTMANN (RUE ALBERT LAUTMANN),Toulouse,31555,2015-01-15,2015-01-01,ENTRE DEVILLE ET VITRY,SENS UNIQUE VERS DEVILLE,True,2985.0,43.60681601136735,1.439195623288691
758,RUE DINETARD,DINETARD (RUE DINETARD)_TOULOUSE,Toulouse,31555,2014-12-05,2014-01-01,ENTRE PLANA ET GERMAIN,SENS UNIQUE VERS GERMAIN,True,473.0,43.61530780180601,1.4790258072951261
759,RUE DINETARD,DINETARD (RUE DINETARD)_TOULOUSE,Toulouse,31555,2014-12-05,2014-01-01,ENTRE GERMAIN ET OFFENBACH,VERS GERMAIN,False,360.0,43.61530780180601,1.4790258072951261
760,CHE DES SPORTS,SPORTS (CHE DES SPORTS),Launaguet,31282,2014-01-13,2014-01-01,ENTRE PALANQUE ET BESSIERES,VERS CHE DE LA PALANQUE,False,1956.0,43.669465348612,1.4642629169062238
761,CHE DE LA VIOLETTE,VIOLETTE (CHE DE LA VIOLETTE),Union,31561,2016-10-12,2016-01-01,ENTRE RTE DE BESSIERES ET IMP DE LA VIOLETT,VERS RTE DE BESSIERES,False,5967.0,43.66338782386823,1.463572871462224
762,ALL DES TRICHERIES,TRICHERIES (ALL DES TRICHERIES),Seilh,31541,2016-11-07,2016-01-01,ENTRE ALL RAYMOND ET IMP DES ACACIAS,VERS ALL RAYMOND,False,2235.0,43.68705101600454,1.3623963673694988
763,ALL DES TRICHERIES,TRICHERIES (ALL DES TRICHERIES),Seilh,31541,2016-11-07,2016-01-01,ENTRE ALL RAYMOND ET IMP DES ACACIAS,VERS ALL SATRE,False,937.0,43.68705101600454,1.3623963673694988
764,AV DIDIER DAURAT,DAURAT (AV DIDIER DAURAT),Toulouse,31555,2016-11-12,2016-01-01,ENTRE SANTOS RUE DUMONT ET RTE REVEL,VERS RUE VEDRINES,False,5386.0,43.56915202276782,1.4911050878898293
765,AV DIDIER DAURAT,DAURAT (AV DIDIER DAURAT),Toulouse,31555,2016-11-12,2016-01-01,ENTRE SANTOS RUE DUMONT ET RTE REVEL,VERS RTE DE REVEL,False,5059.0,43.56915202276782,1.4911050878898293
766,RUE ANDRE CLAROUS,CLAROUS (RUE ANDRE CLAROUS),Toulouse,31555,2016-11-21,2016-01-01,ENTRE CHE CROIX BENITE ET IMP SENAUX,VERS CHE CROIX BENITE,False,227.0,43.659673497079254,1.436703575803107
767,ALL LUCIE AUBRAC,AUBRAC (ALL LUCIE AUBRAC),Aussonne,31032,2016-11-23,2016-01-01,ENTRE RTE DE SEILH ET CHE VIGNAUX,VERSCHE VIGNAUX,False,128.0,43.688101943404945,1.3347861741749947
768,RUE DU VIDALET,VIDALET (RUE DU VIDALET),Brax,31088,2016-11-23,2016-01-01,ENTRE PL MESPES ET RUE COUGET,VERS RUE DU COUGET,False,72.0,43.615078075894466,1.2430850666515665
769,BD DU GENERAL DE GAULLE,GAULLE (BD DU GENERAL DE GAULLE),Colomiers,31149,2016-11-25,2016-01-01,ENTRE GIR LANGUDOC ET RPT MEDITERRANEE,VERS AV CALVET,False,6548.0,43.609445046394335,1.3274892847241981
770,RUE FREDERIC CHOPIN,CHOPIN (RUE FREDERIC CHOPIN),Toulouse,31555,2016-11-28,2016-01-01,ENTRE RUE ROSTAND ET  RUE RIGAL,VERS CHE PALEFICAT,False,480.0,43.6493661269145,1.4587234676549046
771,RUE FREDERIC CHOPIN,CHOPIN (RUE FREDERIC CHOPIN),Toulouse,31555,2016-11-28,2016-01-01,ENTRE CHE DE PALEFICAT ET IMP RIGAL,VERS CHE PALEFICAT,False,574.0,43.6493661269145,1.4587234676549046
772,AV PIERRE MOLETTE,MOLETTE (AV PIERRE MOLETTE),Toulouse,31555,2016-12-01,2016-01-01,ENTRE CHE DU RAMELET MOUNDI ET RU ALEMBERT,VERS AV DE LARDENNE,False,706.0,43.58893972379173,1.3850016762695152
773,RUE JEAN COCTEAU,COCTEAU (RUE JEAN COCTEAU),Toulouse,31555,2016-12-01,2016-01-01,ENTRE RUE PIAF ET RUE PAGNOL,VERS CHE DE MAZAYGUES,False,266.0,43.585943079741206,1.3817775168971882
774,CHE FERRO LEBRES,LEBRES (CHE FERRO LEBRES)__TOULOUSE,Toulouse,31555,2016-12-01,2016-01-01,ENTRE CHE MAZAYGUES ET CHE DE ROCAMADOUR,VERS CHE MAZAYGUES,False,2910.0,43.58452237519336,1.3741515818605001
775,RUE DES ARTISTES,ARTISTES (RUE DES ARTISTES),Toulouse,31555,2016-12-08,2016-01-01,ENTRE RUE VERNIERES ET RUE BARTHOLDI,VERS RTE DE BLAGNAC,True,274.0,43.6123570614799,1.4111985055830822
776,RUE MARCEL PAGNOL,PAGNOL (RUE MARCEL PAGNOL),Tournefeuille,31557,2017-01-13,2017-01-01,ENTRE CHE PAHIN ET RU VAN GOGH,VERS CHE PAHIN,False,1838.0,43.5896415629617,1.3200932303406656
777,RUE SIMONE SIGNORET,SIGNORET (RUE SIMONE SIGNORET),Toulouse,31555,2017-01-16,2017-01-01,ENTRE RUE PEDRICO ET IMP DEOUME,VERS RUE DEBAUGES,False,94.0,43.564403794524296,1.3656764964518862
778,RUE DU TIBET,TIBET (RUE DU TIBET),Toulouse,31555,2017-01-16,2017-01-01,ENTRE CHE GUILHERMY ET RUE GIONO,VERS CHE GUILHERMY,False,197.0,43.56517271835777,1.3689773351967387
779,CHE DE CHANTELLE,CHANTELLE (CHE DE CHANTELLE),Toulouse,31555,2017-01-23,2017-01-01,ENTRE CHE DE NAUBALETTE ET RUE EGALITE,VERS RUE LOUIS BONIN,False,418.0,43.63622661576245,1.4123654601076345
780,AV DES PYRENEES,PYRENEES (AV DES PYRENEES),Mons,31355,2017-03-01,2017-01-01,ENTRE RUE CANTALAUZE ET RUE DU CHATEAU,VERS RUE DU CHATEAU,False,946.0,43.61243583866462,1.5710451975404525
781,RUE VELASQUEZ,VELASQUEZ (RUE VELASQUEZ),Blagnac,31069,2017-03-02,2017-01-01,ENTRE AV LATECOERE ET RUE TAMARIS,VERS AV LATECOERE,False,2053.0,43.61924362200378,1.3892257854665335
782,AV DES MINIMES,MINIMES (AV DES MINIMES),Toulouse,31555,2017-03-13,2017-01-01,ENTRE RUE SAINTE FAMILLE ET RUE DOMREMY,VERS BARRIERE DE PARIS,False,6523.0,43.62165061136608,1.435219630430362
783,RUE GAMELSY,GAMELSY (RUE GAMELSY),Toulouse,31555,2015-12-15,2015-01-01,ENTRE RUE DES FONTAINES ET RUE COLL,VERS RUE COLL,True,475.0,43.599195145263295,1.4268988277519972
784,RUE DES FONTAINES,FONTAINES (RUE DES FONTAINES),Toulouse,31555,2015-12-15,2015-01-01,ENTRE RUE BRUN ET RU GAMLSY,VERS PLACE DU RAVELIN,True,3457.0,43.6013100434952,1.4176600876666858
785,RUE VESTREPAIN,VESTREPAIN (RUE VESTREPAIN),Toulouse,31555,2016-01-12,2016-01-01,ENTRE RUE BUFFON ET RUE DU GARD,VERS RUE DUBELLAY,False,2250.0,43.585666584207615,1.413038848617918
786,AV DE LA FORET,FORET (AV DE LA FORET),Pibrac,31417,2016-03-11,2016-01-01,ENTRE RUE CAMUS ET RUE DE LA CHENAIE,VERS RUE DE LA CHENAIE,False,262.0,43.61658006143597,1.2681457902730855
787,RUE LANTERNIERES,LANTERNIERES (RUE LANTERNIERES),Toulouse,31555,2016-03-14,2016-01-01,ENTRE RUE DU TABAC ET RUE DE METZ,VERS RUE DE METZ,True,98.0,43.599963247756214,1.4407487405826598
788,RUE SYLVAIN DAURIAC,DAURIAC (RUE SYLVAIN DAURIAC)_TOULOUSE,Toulouse,31555,2016-03-14,2016-01-01,ENTRE RIQUET ET ESCANDE,VERS BD ESCANDE,True,1011.0,43.601749265286784,1.4552486817691943
789,AV DE LA JUNCASSE,JUNCASSE (AV DE LA JUNCASSE),Toulouse,31555,2016-03-21,2016-01-01,ENTRE RUE PLANA ET RUE MAURIES,VERS RUE LOUIS PLANA,False,132.0,43.61394431173145,1.47774678798776
790,RUE DES COQUELICOTS,COQUELICOTS (RUE DES COQUELICOTS),L'union,31561,2016-03-28,2016-01-01,ENTRE RUE DES BLEUETS ET RUE DES LISERONS,VERS BD DES FONTANELLES,False,172.0,43.6547442309498,1.4732019897489717
791,RUE PABLO PICASSO,PICASSO (RUE PABLO PICASSO),Blagnac,31069,2016-05-11,2016-01-01,ENTRE RUE CASTEX ET RUE MARTIN,VERS RUE HENRY MARTIN,True,645.0,43.641818217504664,1.3813276782542943
792,CHE D AUZEVILLE,AUZEVILLE (CHE D AUZEVILLE),Toulouse,31555,2016-06-21,2016-01-01,ENTRE CHE ECALLES ET AUZEVILLE,VERS AUZEVILLE,False,3405.0,43.545373064847816,1.4561872734933388
793,CHE DU CHATEAU CRU,CRU (CHE DU CHATEAU CRU),Pibrac,31417,2016-06-23,2016-01-01,ENTRE RUE MONT D'OLMES ET RUE EOLIENNE,VERS CHE DE BEAUREGARD,False,513.0,43.611953835008514,1.2739005090728164
794,RUE DE PERIOLE,PERIOLE (RUE DE PERIOLE),Toulouse,31555,2016-09-05,2016-01-01,ENTRE RUE  ARAGO ET RUE CHEMINOTS,VERS RUE ARAGO,False,4697.0,43.61772021043301,1.4600106747960515
795,CHE DE BELBEZE,BELBEZE (CHE DE BELBEZE),Saint-Jean,31488,2016-09-12,2016-01-01,ENTRE RTE D'ALBI ET PL MITTERRAND,VERS RTE D'ALBI,False,3322.0,43.658485142914365,1.5032400371574186
796,RUE DU TIBET,TIBET (RUE DU TIBET),Toulouse,31555,2016-09-15,2016-01-01,ENTRE CHE GUILHERMY ET RUE GIONO,VERS CHE GUILHERMY,False,203.0,43.56517271835777,1.3689773351967387
797,RUE DES PRETRES,PRETRES (RUE DES PRETRES),Toulouse,31555,2016-09-21,2016-01-01,ENTRE RUE SAINT REMESY ET PL DES CARMES,VERS PL DES CARMES,True,488.0,43.59717362049056,1.4438654282166843
798,CHE DES BOURDETTES,BOURDETTES (CHE DES BOURDETTES),Aucamville,31022,2015-04-08,2015-01-01,ENTRE JAURES ET DORTIS,VERS TOULOUSE,False,4262.0,43.66886565694666,1.4313695462355924
799,RUE DE L ARAMON,ARAMON (RUE DE L ARAMON),Brax,31088,2015-05-27,2015-01-01,ENTRE CABANOT ET LISTAN,VERS CHE DU CABANOT,False,178.0,43.61236654155455,1.2478004312167472
800,RTE DE SAINTE GERMAINE,GERMAINE (RTE DE SAINTE GERMAINE),Pibrac,31417,2015-03-30,2015-01-01,ENTRE BOURDETTES ET BRODEUR,VERS BRODEUR,False,60.0,43.633460469811126,1.2542483799794477
801,RUE DE LA SAINTE FAMILLE,FAMILLE (RUE DE LA SAINTE FAMILLE),Toulouse,31555,2015-11-24,2015-01-01,ENTRE RUE DE MONTAIGNE ET RUE LUCILLE,VERS RUE DE CHAUSSAS,True,2391.0,43.6176217066628,1.4338852729072002
802,BD DEODAT DE SEVERAC,SEVERAC (BD DEODAT DE SEVERAC),Colomiers,31149,2015-11-26,2015-01-01,ENTRE ALL MAILLOL ET ALL CROS,VRES CHE DE L'ARMURIE,False,2972.0,43.596878022016845,1.354826385073103
803,RUE DU STADE,STADE (RUE DU STADE),Cugnaux,31157,2015-11-04,2015-01-01,ENTRE AV BARES ET TENIS,VERS RUE LAGRANGE,False,2040.0,43.54155741599441,1.3560200866126313
804,RUE MALCONSEIL,MALCONSEIL (RUE MALCONSEIL),Castelginest,31116,2015-10-07,2015-01-01,ENTRE RUE DES ECOLES ET IMP PRADELLE,VERS PL DE LA PRADELLE,False,2062.0,43.695229974063324,1.4306039745258363
805,AV DES ETATS UNIS,UNIS (AV DES ETATS UNIS),Toulouse,31555,2015-11-03,2015-01-01,ENTRE SAINTE MELANIE ET RUBENS,VERS AV DE FONDEYRE,False,6341.0,43.63411109847785,1.4312137227906025
806,CHE DE LIMAYRAC,LIMAYRAC (CHE DE LIMAYRAC),Toulouse,31555,2015-06-25,2015-01-01,ENTRE ALL DE LIMAYRAC ET RUE BOLLAND,VERS RUE BOLLAND,True,1430.0,43.58921661588498,1.4894916034925998
807,CHE DE LA TERRASSE,TERRASSE (CHE DE LA TERRASSE),Toulouse,31555,2015-06-25,2015-01-01,ENTRE RUE CAPDENIER ET CHE BITET,VERS RTE DE REVEL,False,2883.0,43.58445898874532,1.4864222044781341
808,RUE DES LOIS,LOIS (RUE DES LOIS),Toulouse,31555,2015-01-15,2015-01-01,ENTRE ESQUILLE ET VITRY,SENS UNIQUE VERS LAUTMANN,True,2128.0,43.606066929638516,1.4411675320815456
809,RTE DE CASTRES,CASTRES (RTE DE CASTRES),Dr╔Mil-Lafage,31163,2015-06-15,2015-01-01,ENTRE CHE DE PERILLOU ET ALL DE L'EGLISE,VERS ALL DE L'EGLISE,False,2392.0,43.59889350301708,1.6182509393677138
810,RUE MARC MIGUET,MIGUET (RUE MARC MIGUET),Toulouse,31555,2015-06-09,2015-01-01,ENTRE RUE RIMBAUD ET ENTREE P+R,VERS RTE DE LAUNAGUAIS,False,2877.0,43.636325317904415,1.4361156774952064
811,RUE DES CHARDONNERETS,CHARDONNERETS (RUE DES CHARDONNERETS),Villeneuve-Tolosane,31588,2015-01-23,2015-01-01,ENTRE BERGERONNETTES ET MESANGES,VERS BERGERONNETTES,False,76.0,43.522905241041144,1.339265367913637
812,AV DE BALARDOU,BALARDOU (AV DE BALARDOU),Pibrac,31417,2015-01-23,2015-01-01,ENTRE CATALPAS ET PEUPLIERS,VERS PEUPLIERS,False,1198.0,43.61407171400201,1.2815136592264857
813,ALL GABRIEL BIENES,BIENES (ALL GABRIEL BIENES),Toulouse,31555,2018-01-31,2018-01-01,RAMPE SUD,VERS STADIUM,False,747.0,43.58365246773817,1.436678079625278
814,ALL DU PR CAMILLE SOULA,SOULA (ALL DU PR CAMILLE SOULA),Toulouse,31555,2018-01-31,2018-01-01,ENTRE ALL BIENES ET RESIDENCE U,VERS ALL BIENES,False,3934.0,43.585371230853156,1.4380876809437426
815,AV DE FRONTON,FRONTON (AV DE FRONTON),Toulouse,31555,2018-02-05,2018-01-01,ENTRE AV ZAY ET CHE BARON,VERS CHE DU BARON,False,6731.0,43.63671831323792,1.4333090789595917
816,AV DE CASSELARDIT,CASSELARDIT (AV DE CASSELARDIT),Toulouse,31555,2018-02-10,2018-01-01,ENTRE AV DAUSSET ET RUE LUMIERE,VERSAV DAUSSET,False,4106.0,43.60880074870405,1.4067631935227503
817,CHE DE GRAMONT,GRAMONT (CHE DE GRAMONT),Colomiers,31149,2018-03-07,2018-01-01,ENTRE BD GRYFOGEL ET ALL CASSEL,VERS ALL CASSEL,False,1265.0,43.621647047991885,1.3412251788767062
818,ALL EMILIE ADER,ADER (ALL EMILIE ADER),Seilh,31541,2018-03-07,2018-01-01,ENTRE ALL ESPITALIS RUE PETERS,VERS ALL ESPITALIS,False,488.0,43.693889818863404,1.3545100428226042
819,RUE LOUIS BLERIOT,BLERIOT (RUE LOUIS BLERIOT),Blagnac,31069,2018-03-08,2018-01-01,ENTRE RUE FLAUBERT ET RUE SAND,VERS RUE SAND,False,2032.0,43.652321128493426,1.3654600555847765
820,RTE DE MERVILLE,MERVILLE (RTE DE MERVILLE),Aussonne,31032,2018-03-14,2018-01-01,ENTRE BAROUNA ET CHE ARGILOS,VERS MERVILLE,False,4424.0,43.697364453710584,1.320362415075116
821,PL DU PARLEMENT,PARLEMENT (PL DU PARLEMENT),Toulouse,31555,2018-03-19,2018-01-01,ENTRE RUE RENFORTS ET PL SALIN,VERS RUE DU LANGUEDOC,False,5859.0,43.593850877227574,1.4441011561794699
822,RUE JACQUES LABATUT,LABATUT (RUE JACQUES LABATUT)_TOULOUSE,Toulouse,31555,2018-03-19,2018-01-01,ENTRE RUE POTIERS ET PORT ST SAUVEUR,VERS PORT ST SAUVEUR,True,294.0,43.598080742444104,1.4549472417086706
823,CHE DE TOURNEFEUILLE,TOURNEFEUILLE (CHE DE TOURNEFEUILLE),Toulouse,31555,2018-04-09,2018-01-01,ENTRE RUE CLAUDEL ET VOIES SNCF,VERS AV SAINT GRANER,False,2188.0,43.59195004850251,1.3622300891961032
824,BD PERSEE,PERSEE (BD PERSEE),Blagnac,31069,2018-05-02,2018-01-01,ENTRE RP MITTTERRAND ET CHE GRENADE,VERS VIEUX CHE DE GRENADE,False,457.0,43.656557292425745,1.3800005209044184
825,AV DES HERBETTES,HERBETTES (AV DES HERBETTES),Toulouse,31555,2018-05-11,2018-01-01,ENTRE AV DE LESPINET ET CHE DE LA BUTTE,VERS AV DE LESPINET,False,3233.0,43.578369769453026,1.4717964659266063
826,RUE DU 14 JUILLET,JUILLET (RUE DU 14 JUILLET),Tournefeuille,31557,2018-05-15,2018-01-01,ENTRE IMP 14 JUILLET ET RTE DE TARBES,VERS RUE MARIBEAU,False,455.0,43.57309816766971,1.326137847706535
827,RUE CONDEAU,CONDEAU (RUE CONDEAU),Toulouse,31555,2018-06-04,2018-01-01,ENTRE AV DES MINIMES ET RUE NEGRENEYS,VERS RUE NEGRENEYS,True,485.0,43.61775776617448,1.438766968126639
828,BD DE LA MARQUETTE,MARQUETTE (BD DE LA MARQUETTE),Toulouse,31555,2018-06-15,2018-01-01,ENTRE RUE SEBASTOPOL ET RUE DU BEARNAIS,VERS RUE DE SEBASTOPOL,False,2158.0,43.61303076975172,1.4302040393769773
829,RUE DE LA SAINTE FAMILLE,FAMILLE (RUE DE LA SAINTE FAMILLE),Toulouse,31555,2018-09-18,2018-01-01,ENTRE RUE DE MONTAIGNE ET RUE LUCILLE,VERS RUE DE CHAUSSAS,True,1931.0,43.6176217066628,1.4338852729072002
830,AV JEAN RIEUX,RIEUX (AV JEAN RIEUX),Toulouse,31555,2018-10-10,2018-01-01,ENTRE RUE DE L'AUDE ET RUE DE L'ARIEGE,VERS PL DE L'ORMEAU,False,4737.0,43.58936768002041,1.4712679185163682
831,RUE LOUIS PLANA,PLANA (RUE LOUIS PLANA),Toulouse,31555,2018-09-26,2018-01-01,ENTRE RUE SURCOUF ET RUE FRATERNITE,VERS RUE DE SOUPETARD,False,5212.0,43.61009370704622,1.4793010756879603
832,RUE GEORGES CANDILIS,CANDILIS (RUE GEORGES CANDILIS),Toulouse,31555,2018-11-08,2018-01-01,ENTRE AV DE LA REYNERIE EST ET CHE GALLIA,VERS CHE GALLIA,False,1317.0,43.56874140370064,1.4051682101058112
